title,runtime,audience_score,movie_score,tomatometer_count,user_rating_count,genre_Action,genre_Adventure,genre_Comedy,genre_Fantasy,genre_Horror,genre_Romance,genre_Sci-fi,genre_Special Interest,genre_Western,genre_FamilyKids,genre_AnimationManga,genre_FitnessSports,genre_DramaTele,genre_MusicalPerfarts,genre_ClassicsCult,genre_ArthouseInter,genre_ThrillMysSusp,genre_HistDocument,G,NC17,NR,PG,PG-13,R,ss_mean,ss_median,ss_p25,ss_p75,ss_std,ss_count,domestic_gross,domestic_opening,foreign_gross,markets,total_gross,markets_missing,audience_score_positive,movie_score_positive
Hillary's America: The Secret History of the Democratic Party,100.0,80.0,4,28,13758.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0.5,0.0,1.0,0.5091750772173156,28.0,13099931.0,74814.0,0.0,,13099931.0,1.0,True,False
Kingsglaive: Final Fantasy XV,110.0,68.0,12,17,3035.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5294117647058824,1.0,0.0,1.0,0.5144957554275266,17.0,269980.0,119801.0,5455502.0,7.0,5725482.0,0.0,True,False
Ovation!,102.0,44.0,43,7,29.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8571428571428571,1.0,1.0,1.0,0.3779644730092273,7.0,125322469.0,42558390.0,246030532.0,74.0,371353001.0,0.0,False,False
London Town,94.0,69.0,53,17,306.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5882352941176471,1.0,0.0,1.0,0.5072996561958923,17.0,0.0,0.0,1126.0,,1126.0,1.0,True,False
ClownTown,82.0,30.0,9,11,111.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6363636363636364,1.0,0.0,1.0,0.504524979109513,11.0,60741.0,11436.0,0.0,,60741.0,1.0,False,False
Justin Timberlake + The Tennessee Kids,90.0,86.0,100,14,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.6428571428571429,1.0,0.0,1.0,0.4972451580988469,14.0,,,,,,,True,True
Cat People,73.0,73.0,93,46,7760.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9130434782608696,1.0,1.0,1.0,0.28488492464476783,46.0,7000000.0,1617636.0,0.0,,7000000.0,1.0,True,True
Warcraft,100.0,77.0,28,228,63249.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,1.0,0.5011001113409405,228.0,47365290.0,24166110.0,391683624.0,67.0,439048914.0,0.0,True,False
Cell,98.0,17.0,11,53,3777.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3018867924528302,0.0,0.0,1.0,0.4634695932428228,53.0,0.0,0.0,1323012.0,15.0,1323012.0,0.0,False,False
Teenage Mutant Ninja Turtles: Out of the Shadows,97.0,47.0,37,169,53532.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4970414201183432,0.0,0.0,1.0,0.5014771080925116,169.0,82051601.0,35316382.0,163572247.0,48.0,245623848.0,0.0,False,False
The President,118.0,68.0,84,25,581.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.84,1.0,1.0,1.0,0.37416573867739417,25.0,7578.0,0.0,7760.0,,15338.0,1.0,True,True
Central Intelligence,114.0,61.0,71,184,54181.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6304347826086957,1.0,0.0,1.0,0.4840040487647986,184.0,127440871.0,35535250.0,89531672.0,59.0,216972543.0,0.0,True,True
Mike and Dave Need Wedding Dates,98.0,51.0,37,168,28059.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5178571428571429,1.0,0.0,1.0,0.5011748387445146,168.0,46009673.0,16628170.0,31058573.0,38.0,77068246.0,0.0,False,False
The Purge: Election Year,105.0,48.0,55,154,38226.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6753246753246753,1.0,0.0,1.0,0.4697811600536969,154.0,79213375.0,31515110.0,39374505.0,42.0,118587880.0,0.0,False,False
City Of Gold,91.0,80.0,90,61,3760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8360655737704918,1.0,1.0,1.0,0.3732884438274,61.0,640979.0,62959.0,39639.0,,680618.0,1.0,True,True
The Neon Demon,110.0,51.0,59,252,8964.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5992063492063492,1.0,0.0,1.0,0.4910345257286242,252.0,1333124.0,589014.0,2044306.0,19.0,3377430.0,0.0,False,False
Danny Says,104.0,51.0,74,31,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.935483870967742,1.0,1.0,1.0,0.2497310381147075,31.0,44213.0,11244.0,0.0,,44213.0,1.0,False,True
The Shallows,87.0,59.0,79,212,32320.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.7452830188679245,1.0,0.0,1.0,0.4367332578108142,212.0,55124043.0,16800868.0,63976715.0,67.0,119100758.0,0.0,True,True
Into The Forest,101.0,43.0,76,51,5566.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.8627450980392157,1.0,1.0,1.0,0.3475403771153652,51.0,9995.0,6438.0,82171.0,3.0,92166.0,0.0,False,True
The Mind's Eye,87.0,35.0,62,26,290.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8076923076923077,1.0,1.0,1.0,0.4019184762342501,26.0,,,,,,,False,False
Colliding Dreams,134.0,62.0,94,17,215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8823529411764706,1.0,1.0,1.0,0.33210558207753577,17.0,78288.0,16438.0,0.0,,78288.0,1.0,True,True
Audrie & Daisy,95.0,72.0,81,16,505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.75,1.0,0.75,1.0,0.4472135954999581,16.0,,,,,,,True,True
Goat,96.0,45.0,79,75,4007.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7466666666666667,1.0,0.5,1.0,0.4378489599299189,75.0,23020.0,23020.0,0.0,,23020.0,1.0,False,True
Hunt for the Wilderpeople,101.0,91.0,96,193,24371.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.911917098445596,1.0,1.0,1.0,0.284152529037142,193.0,5205468.0,78439.0,17662521.0,6.0,22867989.0,0.0,True,True
Eat That Question: Frank Zappa in His Own Words,90.0,73.0,92,71,1590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.8450704225352113,1.0,1.0,1.0,0.3644129260661656,71.0,355074.0,16695.0,10466.0,,365540.0,1.0,True,True
Under The Sun,106.0,69.0,93,30,604.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8666666666666667,1.0,1.0,1.0,0.3457459036417604,30.0,316020.0,6875.0,0.0,,316020.0,1.0,True,True
The Lovers And The Despot,94.0,53.0,78,74,336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.7972972972972973,1.0,1.0,1.0,0.4047569786593152,74.0,55511.0,14925.0,40010.0,3.0,95521.0,0.0,False,True
Transpecos,86.0,56.0,91,23,429.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7826086956521741,1.0,1.0,1.0,0.4217411678366499,23.0,,,,,,,False,True
My Blind Brother,90.0,56.0,81,36,1669.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8888888888888888,1.0,1.0,1.0,0.3187276291558383,36.0,,,,,,,False,True
Amanda Knox,92.0,71.0,83,48,1140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8541666666666666,1.0,1.0,1.0,0.3566739576374165,48.0,0.0,0.0,397.0,,397.0,1.0,True,True
Flock Of Dudes,90.0,48.0,36,11,168.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5454545454545454,1.0,0.0,1.0,0.5222329678670935,11.0,0.0,0.0,0.0,,0.0,1.0,False,False
Everlasting,85.0,81.0,100,10,70.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,10.0,610825.0,40443.0,2772283.0,,3383108.0,1.0,True,True
Daughters of the Dust,112.0,65.0,98,41,1273.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9268292682926829,1.0,1.0,1.0,0.2636516548818749,41.0,1683422.0,0.0,6301.0,,1689723.0,1.0,True,True
Walking With The Enemy,126.0,59.0,45,38,1631.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7368421052631579,1.0,0.25,1.0,0.4462583499902143,38.0,1112592.0,331855.0,0.0,,1112592.0,1.0,True,False
Monster Trucks,122.0,51.0,32,94,8321.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6063829787234043,1.0,0.0,1.0,0.4911711942619928,94.0,33370166.0,10950705.0,31123749.0,31.0,64493915.0,0.0,False,False
The Outcasts,95.0,47.0,50,8,2885.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.625,1.0,0.0,1.0,0.5175491695067657,8.0,1455.0,1008.0,59795.0,,61250.0,1.0,False,False
Rogue One: A Star Wars Story,133.0,86.0,84,431,102399.0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7587006960556845,1.0,1.0,1.0,0.4283686534190761,431.0,532177324.0,155081681.0,523879949.0,53.0,1056057273.0,0.0,True,True
The Bounce Back,104.0,76.0,67,6,1583.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,1.0,0.5477225575051661,6.0,321910.0,227354.0,99494.0,,421404.0,1.0,True,False
The Blackout Experiments,81.0,41.0,45,11,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.4545454545454545,0.0,0.0,1.0,0.5222329678670935,11.0,,,,,,,False,False
Newtown,85.0,68.0,94,34,373.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7058823529411765,1.0,0.0,1.0,0.4624972900628802,34.0,14109.0,6796.0,0.0,,14109.0,1.0,True,True
Paterson,115.0,71.0,96,248,15921.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9032258064516128,1.0,1.0,1.0,0.29624792218023765,248.0,2152738.0,69335.0,7435544.0,25.0,9588282.0,0.0,True,True
Backgammon,89.0,60.0,0,6,31.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.5,0.5,0.0,1.0,0.5477225575051661,6.0,0.0,0.0,0.0,,0.0,1.0,True,False
Despite The Falling Snow,93.0,43.0,9,22,231.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.5909090909090909,1.0,0.0,1.0,0.5032362797401965,22.0,0.0,0.0,107257.0,,107257.0,1.0,False,False
War on Everyone,90.0,36.0,60,96,3468.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6770833333333334,1.0,0.0,1.0,0.4700457237930586,96.0,0.0,0.0,698036.0,,698036.0,1.0,False,False
Office Christmas Party,,40.0,40,181,21734.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5524861878453039,1.0,0.0,1.0,0.4986168714859003,181.0,54767494.0,16890204.0,59733805.0,55.0,114501299.0,0.0,False,False
Lion,120.0,91.0,85,259,39531.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8262548262548263,1.0,1.0,1.0,0.3796237793943575,259.0,51738905.0,123360.0,88574023.0,51.0,140312928.0,0.0,True,True
Hidden Figures,127.0,93.0,93,303,58089.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8877887788778878,1.0,1.0,1.0,0.31614827229062153,303.0,169607287.0,515499.0,66349611.0,56.0,235956898.0,0.0,True,True
Youth in Oregon,99.0,50.0,45,20,154.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.95,1.0,1.0,1.0,0.22360679774997894,20.0,,,,,,,False,False
Toni Erdmann,162.0,73.0,93,227,6205.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.8105726872246696,1.0,1.0,1.0,0.3927136448626798,227.0,1479387.0,15972.0,10304820.0,29.0,11784207.0,0.0,True,True
We Go On,89.0,47.0,100,7,140.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5714285714285714,1.0,0.0,1.0,0.5345224838248488,7.0,61503218.0,9105913.0,245973.0,,61749191.0,1.0,False,True
Sandy Wexler,,40.0,27,22,867.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.0,1.0,0.511766315719159,22.0,,,,,,,False,False
Brimstone,148.0,53.0,42,74,1874.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.6351351351351351,1.0,0.0,1.0,0.4846782388213522,74.0,0.0,0.0,2140941.0,,2140941.0,1.0,False,False
Carrie Pilby,98.0,74.0,62,26,1030.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8461538461538461,1.0,1.0,1.0,0.36794648440312,26.0,18957.0,13944.0,9473.0,,28430.0,1.0,True,False
Don't Hang Up,,30.0,25,16,615.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0,1.0,0.5163977794943222,16.0,0.0,0.0,332571.0,3.0,332571.0,0.0,False,False
SHOT!: The Psycho-Spiritual Mantra of Rock,91.0,48.0,94,17,151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8823529411764706,1.0,1.0,1.0,0.3321055820775357,17.0,15157.0,6694.0,3138.0,,18295.0,1.0,False,True
Sword Master,108.0,57.0,67,12,384.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8333333333333334,1.0,1.0,1.0,0.3892494720807616,12.0,75526.0,40113.0,14639098.0,5.0,14714624.0,0.0,False,False
bwoy,85.0,50.0,88,8,43.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.75,1.0,0.75,1.0,0.4629100498862757,8.0,0.0,0.0,49619118.0,,49619118.0,1.0,False,True
The Book Of Love,107.0,63.0,8,12,617.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6666666666666666,1.0,0.0,1.0,0.4923659639173309,12.0,0.0,0.0,0.0,,0.0,1.0,True,False
Believe,120.0,68.0,33,6,713.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.3333333333333333,0.0,0.0,0.75,0.5163977794943223,6.0,12985600.0,3591282.0,1409043.0,8.0,14394643.0,0.0,True,False
Bethany,,43.0,29,7,60.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2857142857142857,0.0,0.0,0.5,0.4879500364742666,7.0,0.0,0.0,31442.0,,31442.0,1.0,False,False
Speech & Debate,115.0,49.0,55,11,147.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5454545454545454,1.0,0.0,1.0,0.5222329678670935,11.0,,,,,,,False,False
Win It All,90.0,54.0,84,38,673.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8684210526315791,1.0,1.0,1.0,0.3425699874501044,38.0,0.0,0.0,3673461.0,,3673461.0,1.0,False,True
Don't Kill It,93.0,38.0,92,13,335.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7692307692307693,1.0,1.0,1.0,0.43852900965351466,13.0,0.0,0.0,8196.0,,8196.0,1.0,False,True
Louis C.K.: 2017,,74.0,95,20,311.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.85,1.0,1.0,1.0,0.3663475485325232,20.0,,,,,,,True,True
The Story of the Last Chrysanthemums,115.0,91.0,93,14,768.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.8571428571428571,1.0,1.0,1.0,0.3631365196012815,14.0,0.0,0.0,6125.0,,6125.0,1.0,True,True
The Conjuring 2,133.0,81.0,80,246,54197.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7317073170731707,1.0,0.0,1.0,0.4439740888138389,246.0,102470008.0,40406314.0,217922810.0,42.0,320392818.0,0.0,True,True
Captain America: Civil War,146.0,89.0,91,395,179087.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8683544303797468,1.0,1.0,1.0,0.33853382880901045,395.0,408084349.0,179139142.0,745211944.0,48.0,1153296293.0,0.0,True,True
Misconception,93.0,38.0,40,5,68.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6,1.0,0.0,1.0,0.5477225575051662,5.0,6892.0,3796.0,0.0,,6892.0,1.0,False,False
Take Me To The River,84.0,43.0,74,35,402.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8,1.0,1.0,1.0,0.4103913408340617,20.0,28041.0,1509.0,0.0,,28041.0,1.0,False,True
Neighbors 2: Sorority Rising,92.0,44.0,63,198,51533.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5757575757575758,1.0,0.0,1.0,0.495480264189402,198.0,55455765.0,21760405.0,52551344.0,44.0,108007109.0,0.0,False,False
Free State of Jones,139.0,64.0,46,186,20751.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7150537634408602,1.0,0.0,1.0,0.452607158954773,186.0,20810036.0,7572206.0,4225914.0,15.0,25035950.0,0.0,True,False
Popstar: Never Stop Never Stopping,86.0,65.0,78,166,17919.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7048192771084337,1.0,0.0,1.0,0.4575040624314634,166.0,9639125.0,4698715.0,40904.0,,9680029.0,1.0,True,True
The Seventh Fire,88.0,52.0,92,26,371.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8846153846153846,1.0,1.0,1.0,0.3258125936084211,26.0,30112.0,8277.0,865.0,,30977.0,1.0,False,True
Money Monster,90.0,51.0,58,267,23594.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.599250936329588,1.0,0.0,1.0,0.4909705371742588,267.0,41012075.0,14788157.0,52270529.0,61.0,93282604.0,0.0,False,False
A Bigger Splash,124.0,57.0,90,177,8520.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.8361581920903954,1.0,1.0,1.0,0.371181984668124,177.0,2024099.0,114419.0,5521659.0,38.0,7545758.0,0.0,False,True
Neon Bull (Boi Neon),101.0,68.0,87,47,450.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.8297872340425532,1.0,1.0,1.0,0.3798826441307216,47.0,26734.0,6413.0,146485.0,5.0,173219.0,0.0,True,True
The Ones Below,86.0,47.0,75,48,4225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.7291666666666666,1.0,0.0,1.0,0.44909286028962936,48.0,12488.0,5191.0,109339.0,,121827.0,1.0,False,True
Presenting Princess Shaw,80.0,66.0,91,45,407.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.9111111111111112,1.0,1.0,1.0,0.28779903201415186,45.0,60197.0,4814.0,0.0,,60197.0,1.0,True,True
Night of the Living Deb,84.0,28.0,88,8,213.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.875,1.0,1.0,1.0,0.3535533905932738,8.0,236452.0,5452.0,0.0,,236452.0,1.0,False,True
The Automatic Hate,97.0,47.0,67,12,160.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6666666666666666,1.0,0.0,1.0,0.4923659639173309,12.0,4603.0,2346.0,0.0,,4603.0,1.0,False,False
All the Way,132.0,83.0,88,33,2822.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.8484848484848485,1.0,1.0,1.0,0.3641095406272096,33.0,0.0,0.0,97473.0,,97473.0,1.0,True,True
The Meddler,100.0,56.0,85,143,9223.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8041958041958042,1.0,1.0,1.0,0.3982132852450449,143.0,4267218.0,0.0,1157930.0,,5425148.0,1.0,False,True
Compadres,110.0,51.0,38,16,1084.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5625,1.0,0.0,1.0,0.5123475382979799,16.0,7258543.0,0.0,0.0,,7258543.0,1.0,False,False
Genius,104.0,45.0,53,108,2872.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7407407407407407,1.0,0.0,1.0,0.44027116475144695,108.0,1361045.0,98274.0,4320577.0,22.0,5681622.0,0.0,False,False
